Date,District,Rent (₹),Utilities (₹),Groceries (₹),Transport (₹),Fuel Price (₹/liter),Healthcare (₹),Education (₹),Internet (₹),Total Monthly Expense (₹)
2021-05-01,Gandhinagar,9174.39,3802.87,6012.02,1834.28,87.73,513.2,4951.55,540.26,26828.56
2021-06-01,Gandhinagar,9155.29,3794.95,5999.5,1830.46,87.35,512.13,4941.23,539.13,26772.69
2021-07-01,Gandhinagar,9146.94,3791.49,5994.03,1828.79,87.93,511.66,4936.73,538.64,26748.29
2021-08-01,Gandhinagar,9176.62,3803.79,6013.48,1834.72,87.39,513.32,4952.75,540.39,26835.08
2021-09-01,Gandhinagar,9189.68,3809.21,6022.04,1837.33,87.74,514.05,4959.8,541.16,26873.27
2021-10-01,Gandhinagar,9195.1,3811.45,6025.59,1838.42,87.36,514.36,4962.72,541.48,26889.12
2021-11-01,Gandhinagar,9140.08,3788.64,5989.53,1827.42,87.44,511.28,4933.02,538.24,26728.21
2021-12-01,Gandhinagar,9154.8,3794.75,5999.18,1830.36,87.76,512.1,4940.97,539.11,26771.27
2022-01-01,Gandhinagar,9184.86,3807.21,6018.88,1836.37,87.71,513.78,4957.2,540.88,26859.17
2022-02-01,Gandhinagar,9233.27,3827.27,6050.6,1846.05,87.8,516.49,4983.32,543.73,27000.74
2022-03-01,Gandhinagar,9164.82,3798.9,6005.74,1832.36,87.3,512.66,4946.38,539.7,26800.55
2022-04-01,Gandhinagar,9138.6,3788.03,5988.57,1827.12,87.55,511.19,4932.23,538.15,26723.9
2022-05-01,Gandhinagar,9209.25,3817.32,6034.86,1841.25,87.61,515.15,4970.36,542.31,26930.49
2022-06-01,Gandhinagar,9141.28,3789.14,5990.32,1827.66,87.42,511.34,4933.67,538.31,26731.71
2022-07-01,Gandhinagar,9168.12,3800.27,6007.91,1833.02,87.85,512.85,4948.16,539.89,26810.22
2022-08-01,Gandhinagar,9244.12,3831.77,6057.71,1848.22,87.56,517.1,4989.18,544.37,27032.46
2022-09-01,Gandhinagar,9169.26,3800.74,6008.65,1833.25,87.3,512.91,4948.77,539.96,26813.54
2022-10-01,Gandhinagar,9260.05,3838.37,6068.15,1851.4,87.25,517.99,4997.78,545.3,27079.05
2022-11-01,Gandhinagar,9224.93,3823.81,6045.13,1844.38,87.52,516.02,4978.82,543.24,26976.34
2022-12-01,Gandhinagar,9143.88,3790.22,5992.02,1828.18,87.32,511.49,4935.08,538.46,26739.32
2023-01-01,Gandhinagar,9281.6,3847.31,6082.27,1855.71,87.67,519.19,5009.41,546.57,27142.07
2023-02-01,Gandhinagar,9172.28,3801.99,6010.63,1833.85,87.85,513.08,4950.41,540.14,26822.38
2023-03-01,Gandhinagar,9141.52,3789.24,5990.48,1827.7,87.62,511.36,4933.8,538.32,26732.43
2023-04-01,Gandhinagar,9173.88,3802.66,6011.69,1834.18,87.48,513.17,4951.27,540.23,26827.07
2023-05-01,Gandhinagar,9226.21,3824.35,6045.97,1844.64,87.56,516.1,4979.51,543.31,26980.08
2023-06-01,Gandhinagar,9100.23,3772.13,5963.42,1819.45,87.54,509.05,4911.52,535.89,26611.68
2023-07-01,Gandhinagar,9182.71,3806.31,6017.47,1835.94,87.38,513.66,4956.03,540.75,26852.88
2023-08-01,Gandhinagar,9134.03,3786.14,5985.57,1826.21,87.47,510.94,4929.76,537.88,26710.51
2023-09-01,Gandhinagar,9227.2,3824.75,6046.62,1844.83,87.49,516.15,4980.04,543.37,26982.97
2023-10-01,Gandhinagar,9236.71,3828.7,6052.86,1846.74,87.45,516.68,4985.18,543.93,27010.79
2023-11-01,Gandhinagar,9186.18,3807.75,6019.74,1836.63,87.5,513.86,4957.91,540.95,26863.03
2023-12-01,Gandhinagar,9205.82,3815.89,6032.61,1840.56,87.32,514.95,4968.51,542.11,26920.45
2024-01-01,Gandhinagar,9205.3,3815.68,6032.27,1840.46,87.64,514.93,4968.23,542.08,26918.95
2024-02-01,Gandhinagar,9142.02,3789.45,5990.8,1827.8,87.57,511.39,4934.07,538.35,26733.88
2024-03-01,Gandhinagar,9241.5,3830.69,6056.0,1847.69,87.65,516.95,4987.77,544.21,27024.81
2024-04-01,Gandhinagar,9139.15,3788.26,5988.92,1827.23,87.3,511.23,4932.52,538.18,26725.49
2024-05-01,Gandhinagar,9194.44,3811.18,6025.15,1838.28,87.67,514.32,4962.36,541.44,26887.17
2024-06-01,Gandhinagar,9203.11,3814.77,6030.84,1840.02,87.23,514.8,4967.05,541.95,26912.55
2024-07-01,Gandhinagar,9117.66,3779.35,5974.84,1822.93,87.92,510.02,4920.93,536.92,26662.65
2024-08-01,Gandhinagar,9186.47,3807.87,6019.93,1836.69,87.75,513.87,4958.06,540.97,26863.88
2024-09-01,Gandhinagar,9127.25,3783.33,5981.13,1824.85,87.36,510.56,4926.1,537.48,26690.7
2024-10-01,Gandhinagar,9216.67,3820.39,6039.72,1842.73,87.89,515.56,4974.36,542.75,26952.19
2024-11-01,Gandhinagar,9121.5,3780.94,5977.36,1823.7,87.28,510.24,4923.0,537.14,26673.88
2024-12-01,Gandhinagar,9166.34,3799.53,6006.74,1832.67,87.4,512.75,4947.2,539.79,26805.0
2025-01-01,Gandhinagar,9133.77,3786.03,5985.4,1826.16,87.29,510.92,4929.62,537.87,26709.77
2020-01-01,Gir Somnath,9713.82,5023.9,4485.7,1978.78,103.58,874.2,3442.49,639.81,26158.71
2020-02-01,Gir Somnath,9632.81,4982.01,4448.29,1962.28,103.49,866.91,3413.78,634.47,25940.56
2020-03-01,Gir Somnath,9716.3,5025.19,4486.85,1979.28,103.85,874.43,3443.37,639.97,26165.39
2020-04-01,Gir Somnath,9611.89,4971.19,4438.63,1958.01,104.15,865.03,3406.37,633.09,25884.22
2020-05-01,Gir Somnath,9648.49,4990.12,4455.53,1965.47,103.61,868.32,3419.34,635.51,25982.78
2020-06-01,Gir Somnath,9665.86,4999.1,4463.56,1969.01,104.34,869.89,3425.5,636.65,26029.56
2020-07-01,Gir Somnath,9656.24,4994.13,4459.11,1967.05,104.06,869.02,3422.09,636.02,26003.65
2020-08-01,Gir Somnath,9710.42,5022.14,4484.13,1978.08,104.02,873.9,3441.28,639.58,26149.54
2020-09-01,Gir Somnath,9736.68,5035.73,4496.26,1983.43,103.66,876.26,3450.59,641.31,26220.26
2020-10-01,Gir Somnath,9624.94,4977.94,4444.66,1960.67,103.55,866.2,3410.99,633.95,25919.36
2020-11-01,Gir Somnath,9668.34,5000.38,4464.7,1969.51,103.59,870.11,3426.37,636.81,26036.22
2020-12-01,Gir Somnath,9682.44,5007.67,4471.21,1972.39,103.91,871.38,3431.37,637.74,26074.19
2021-01-01,Gir Somnath,9724.49,5029.42,4490.63,1980.95,103.97,875.16,3446.27,640.51,26187.44
2021-02-01,Gir Somnath,9655.22,4993.6,4458.64,1966.84,104.01,868.93,3421.72,635.95,26000.9
2021-03-01,Gir Somnath,9625.57,4978.26,4444.95,1960.8,103.87,866.26,3411.22,634.0,25921.07
2021-04-01,Gir Somnath,9690.73,5011.96,4475.04,1974.08,103.92,872.13,3434.31,638.29,26096.53
2021-05-01,Gir Somnath,9695.35,5014.35,4477.17,1975.02,103.68,872.54,3435.95,638.59,26108.97
2021-06-01,Gir Somnath,9730.93,5032.75,4493.6,1982.26,104.45,875.74,3448.56,640.94,26204.79
2021-07-01,Gir Somnath,9597.93,4963.97,4432.19,1955.17,103.51,863.77,3401.42,632.18,25846.63
2021-08-01,Gir Somnath,9677.39,5005.06,4468.88,1971.36,103.8,870.93,3429.58,637.41,26060.61
2021-09-01,Gir Somnath,9766.87,5051.34,4510.2,1989.59,103.95,878.98,3461.29,643.3,26301.57
2021-10-01,Gir Somnath,9742.54,5038.76,4498.96,1984.63,103.25,876.79,3452.67,641.7,26236.06
2021-11-01,Gir Somnath,9714.62,5024.32,4486.07,1978.94,103.66,874.28,3442.77,639.86,26160.86
2021-12-01,Gir Somnath,9639.99,4985.72,4451.61,1963.74,103.81,867.56,3416.33,634.95,25959.89
2022-01-01,Gir Somnath,9606.53,4968.42,4436.16,1956.92,104.02,864.55,3404.47,632.74,25869.79
2022-02-01,Gir Somnath,9684.52,5008.75,4472.17,1972.81,103.97,871.57,3432.11,637.88,26079.8
2022-03-01,Gir Somnath,9718.14,5026.14,4487.69,1979.66,104.36,874.59,3444.02,640.09,26170.33
2022-04-01,Gir Somnath,9657.75,4994.91,4459.81,1967.36,104.03,869.16,3422.62,636.12,26007.72
2022-05-01,Gir Somnath,9689.46,5011.3,4474.45,1973.82,104.0,872.01,3433.86,638.2,26093.1
2022-06-01,Gir Somnath,9694.27,5013.79,4476.67,1974.8,104.38,872.44,3435.56,638.52,26106.05
2022-07-01,Gir Somnath,9653.12,4992.51,4457.67,1966.41,103.41,868.74,3420.98,635.81,25995.24
2022-08-01,Gir Somnath,9641.62,4986.56,4452.36,1964.07,104.12,867.71,3416.9,635.05,25964.27
2022-09-01,Gir Somnath,9676.44,5004.57,4468.44,1971.16,103.74,870.84,3429.24,637.35,26058.04
2022-10-01,Gir Somnath,9623.34,4977.11,4443.92,1960.35,103.95,866.06,3410.43,633.85,25915.05
2022-11-01,Gir Somnath,9706.43,5020.08,4482.29,1977.27,103.98,873.54,3439.87,639.32,26138.8
2022-12-01,Gir Somnath,9663.08,4997.66,4462.27,1968.44,103.93,869.64,3424.51,636.47,26022.07
2023-01-01,Gir Somnath,9682.11,5007.5,4471.06,1972.32,103.94,871.35,3431.25,637.72,26073.32
2023-02-01,Gir Somnath,9618.13,4974.42,4441.51,1959.29,103.95,865.59,3408.58,633.51,25901.03
2023-03-01,Gir Somnath,9654.04,4992.99,4458.09,1966.6,104.21,868.82,3421.31,635.87,25997.72
2023-04-01,Gir Somnath,9681.73,5007.31,4470.88,1972.24,104.14,871.32,3431.12,637.69,26072.29
2023-05-01,Gir Somnath,9660.74,4996.45,4461.19,1967.97,103.8,869.43,3423.68,636.31,26015.77
2023-06-01,Gir Somnath,9747.45,5041.3,4501.23,1985.63,104.02,877.23,3454.41,642.02,26249.28
2023-07-01,Gir Somnath,9640.82,4986.15,4451.99,1963.91,104.16,867.63,3416.62,635.0,25962.11
2023-08-01,Gir Somnath,9649.56,4990.67,4456.03,1965.69,103.95,868.42,3419.72,635.58,25985.67
2023-09-01,Gir Somnath,9763.99,5049.85,4508.87,1989.0,103.44,878.72,3460.27,643.11,26293.8
2023-10-01,Gir Somnath,9666.83,4999.6,4464.0,1969.21,104.01,869.97,3425.84,636.71,26032.15
2023-11-01,Gir Somnath,9712.23,5023.08,4484.97,1978.45,103.5,874.06,3441.93,639.7,26154.43
2023-12-01,Gir Somnath,9601.16,4965.64,4433.68,1955.83,104.22,864.06,3402.57,632.39,25855.33
2024-01-01,Gir Somnath,9640.53,4986.0,4451.86,1963.85,103.65,867.61,3416.52,634.98,25961.34
2024-02-01,Gir Somnath,9750.16,5042.7,4502.48,1986.18,103.91,877.47,3455.37,642.2,26256.56
2024-03-01,Gir Somnath,9678.99,5005.89,4469.62,1971.68,103.83,871.07,3430.15,637.51,26064.92
2024-04-01,Gir Somnath,9616.22,4973.43,4440.63,1958.9,104.09,865.42,3407.9,633.38,25895.87
2024-05-01,Gir Somnath,9695.08,5014.21,4477.05,1974.96,103.94,872.52,3435.85,638.57,26108.24
2024-06-01,Gir Somnath,9669.7,5001.08,4465.32,1969.79,103.79,870.23,3426.85,636.9,26039.88
2024-07-01,Gir Somnath,9719.37,5026.77,4488.26,1979.91,103.84,874.7,3444.46,640.17,26173.64
2024-08-01,Gir Somnath,9672.22,5002.39,4466.49,1970.3,104.05,870.46,3427.75,637.07,26046.68
2024-09-01,Gir Somnath,9685.35,5009.18,4472.55,1972.98,104.4,871.64,3432.4,637.93,26082.04
2024-10-01,Gir Somnath,9590.27,4960.01,4428.65,1953.61,103.98,863.08,3398.71,631.67,25826.0
2024-11-01,Gir Somnath,9641.25,4986.37,4452.19,1963.99,103.59,867.67,3416.77,635.03,25963.27
2024-12-01,Gir Somnath,9653.24,4992.58,4457.73,1966.44,103.9,868.75,3421.02,635.82,25995.58
2025-01-01,Gir Somnath,9680.1,5006.46,4470.13,1971.91,103.41,871.17,3430.54,637.59,26067.89
2020-01-01,Jamnagar,11755.88,3226.77,4096.62,1774.38,104.27,651.89,4703.94,538.95,26748.43
2020-02-01,Jamnagar,11821.52,3244.79,4119.5,1784.29,104.17,655.53,4730.2,541.96,26897.8
2020-03-01,Jamnagar,11873.6,3259.09,4137.65,1792.15,104.29,658.42,4751.04,544.35,27016.3
2020-04-01,Jamnagar,11820.54,3244.52,4119.16,1784.14,103.82,655.48,4729.81,541.92,26895.56
2020-05-01,Jamnagar,11907.67,3268.44,4149.52,1797.29,104.71,660.31,4764.67,545.91,27093.81
2020-06-01,Jamnagar,11866.19,3257.05,4135.07,1791.03,104.39,658.01,4748.08,544.01,26999.44
2020-07-01,Jamnagar,11889.9,3263.56,4143.33,1794.61,104.97,659.33,4757.56,545.1,27053.38
2020-08-01,Jamnagar,11796.72,3237.98,4110.86,1780.54,104.35,654.16,4720.28,540.82,26841.37
2020-09-01,Jamnagar,11787.57,3235.47,4107.67,1779.16,104.59,653.65,4716.62,540.4,26820.54
2020-10-01,Jamnagar,11881.19,3261.17,4140.29,1793.29,104.54,658.84,4754.08,544.7,27033.56
2020-11-01,Jamnagar,11898.82,3266.01,4146.44,1795.95,104.79,659.82,4761.13,545.5,27073.67
2020-12-01,Jamnagar,11921.66,3272.28,4154.4,1799.4,104.74,661.09,4770.27,546.55,27125.64
2021-01-01,Jamnagar,11826.51,3246.16,4121.24,1785.04,104.85,655.81,4732.2,542.19,26909.16
2021-02-01,Jamnagar,11846.87,3251.75,4128.34,1788.11,104.27,656.94,4740.35,543.12,26955.48
2021-03-01,Jamnagar,11905.8,3267.92,4148.87,1797.01,104.57,660.21,4763.93,545.82,27089.56
2021-04-01,Jamnagar,11826.14,3246.06,4121.11,1784.98,104.42,655.79,4732.05,542.17,26908.3
2021-05-01,Jamnagar,11978.03,3287.75,4174.04,1807.91,104.02,664.21,4792.83,549.14,27253.9
2021-06-01,Jamnagar,11977.85,3287.7,4173.98,1807.88,104.4,664.2,4792.76,549.13,27253.5
2021-07-01,Jamnagar,11751.03,3225.44,4094.94,1773.65,104.05,651.62,4702.0,538.73,26737.41
2021-08-01,Jamnagar,11832.57,3247.82,4123.35,1785.95,104.28,656.15,4734.62,542.47,26922.93
2021-09-01,Jamnagar,11883.52,3261.81,4141.11,1793.64,103.63,658.97,4755.01,544.8,27038.86
2021-10-01,Jamnagar,11900.82,3266.56,4147.13,1796.25,104.15,659.93,4761.93,545.6,27078.22
2021-11-01,Jamnagar,11972.23,3286.16,4172.02,1807.03,104.39,663.89,4790.51,548.87,27240.71
2021-12-01,Jamnagar,11945.67,3278.87,4162.76,1803.03,104.83,662.42,4779.88,547.65,27180.28
2022-01-01,Jamnagar,11954.0,3281.16,4165.67,1804.28,104.3,662.88,4783.21,548.03,27199.23
2022-02-01,Jamnagar,11855.37,3254.08,4131.3,1789.4,104.41,657.41,4743.75,543.51,26974.81
2022-03-01,Jamnagar,11927.48,3273.88,4156.42,1800.28,104.32,661.41,4772.6,546.82,27138.89
2022-04-01,Jamnagar,11882.66,3261.57,4140.8,1793.51,104.56,658.92,4754.66,544.76,27036.9
2022-05-01,Jamnagar,11836.04,3248.78,4124.56,1786.48,104.17,656.34,4736.01,542.63,26930.84
2022-06-01,Jamnagar,11880.34,3260.94,4140.0,1793.16,104.47,658.8,4753.74,544.66,27031.63
2022-07-01,Jamnagar,11915.47,3270.58,4152.24,1798.47,104.69,660.74,4767.8,546.27,27111.57
2022-08-01,Jamnagar,11824.52,3245.62,4120.55,1784.74,104.22,655.7,4731.4,542.1,26904.63
2022-09-01,Jamnagar,11832.14,3247.71,4123.2,1785.89,104.92,656.12,4734.45,542.45,26921.95
2022-10-01,Jamnagar,11882.6,3261.56,4140.78,1793.5,104.48,658.92,4754.64,544.76,27036.76
2022-11-01,Jamnagar,11893.16,3264.45,4144.46,1795.1,104.25,659.51,4758.87,545.25,27060.8
2022-12-01,Jamnagar,11982.54,3288.99,4175.61,1808.59,104.61,664.46,4794.63,549.34,27264.17
2023-01-01,Jamnagar,11892.08,3264.16,4144.09,1794.94,104.13,659.45,4758.44,545.2,27058.34
2023-02-01,Jamnagar,11820.79,3244.59,4119.25,1784.18,104.38,655.49,4729.91,541.93,26896.14
2023-03-01,Jamnagar,11848.2,3252.11,4128.8,1788.31,104.14,657.01,4740.88,543.18,26958.5
2023-04-01,Jamnagar,11867.72,3257.47,4135.6,1791.26,104.41,658.1,4748.69,544.08,27002.92
2023-05-01,Jamnagar,11898.14,3265.82,4146.2,1795.85,104.32,659.78,4760.86,545.47,27072.14
2023-06-01,Jamnagar,11829.95,3247.11,4122.44,1785.56,104.17,656.0,4733.58,542.35,26916.98
2023-07-01,Jamnagar,11961.7,3283.27,4168.35,1805.44,104.09,663.31,4786.29,548.39,27216.74
2023-08-01,Jamnagar,11911.28,3269.43,4150.78,1797.83,104.64,660.51,4766.12,546.08,27102.03
2023-09-01,Jamnagar,11882.54,3261.54,4140.76,1793.5,105.03,658.92,4754.62,544.76,27036.63
2023-10-01,Jamnagar,11919.5,3271.68,4153.64,1799.07,105.05,660.97,4769.41,546.45,27120.73
2023-11-01,Jamnagar,11851.1,3252.91,4129.81,1788.75,104.28,657.17,4742.04,543.32,26965.11
2023-12-01,Jamnagar,11921.03,3272.1,4154.18,1799.31,104.4,661.05,4770.02,546.52,27124.21
2024-01-01,Jamnagar,11989.74,3290.97,4178.12,1809.68,104.58,664.86,4797.51,549.67,27280.55
2024-02-01,Jamnagar,11827.76,3246.5,4121.67,1785.23,103.93,655.88,4732.7,542.25,26911.99
2024-03-01,Jamnagar,11885.09,3262.24,4141.65,1793.88,104.45,659.06,4755.64,544.88,27042.44
2024-04-01,Jamnagar,11908.35,3268.62,4149.76,1797.39,104.86,660.35,4764.94,545.94,27095.35
2024-05-01,Jamnagar,11953.76,3281.09,4165.58,1804.25,104.3,662.87,4783.11,548.02,27198.67
2024-06-01,Jamnagar,11812.97,3242.44,4116.52,1783.0,104.09,655.06,4726.78,541.57,26878.34
2024-07-01,Jamnagar,11846.02,3251.52,4128.04,1787.98,104.36,656.89,4740.0,543.08,26953.53
2024-08-01,Jamnagar,11907.83,3268.48,4149.58,1797.31,104.23,660.32,4764.74,545.92,27094.18
2024-09-01,Jamnagar,11906.37,3268.08,4149.07,1797.09,104.59,660.24,4764.15,545.85,27090.85
2024-10-01,Jamnagar,11898.24,3265.85,4146.23,1795.87,104.12,659.79,4760.9,545.48,27072.35
2024-11-01,Jamnagar,11917.49,3271.13,4152.94,1798.77,105.13,660.86,4768.6,546.36,27116.15
2024-12-01,Jamnagar,11904.32,3267.52,4148.35,1796.78,103.55,660.13,4763.33,545.76,27086.19
2025-01-01,Jamnagar,11963.35,3283.72,4168.93,1805.69,104.26,663.4,4786.95,548.46,27220.51
2020-01-01,Junagadh,8825.63,3690.93,4388.95,1330.41,104.22,782.53,4332.27,682.11,24032.83
2020-02-01,Junagadh,8925.38,3732.65,4438.56,1345.44,104.22,791.38,4381.24,689.82,24304.47
2020-03-01,Junagadh,8877.23,3712.51,4414.61,1338.19,104.95,787.11,4357.6,686.09,24173.35
2020-04-01,Junagadh,8901.97,3722.86,4426.91,1341.91,104.94,789.3,4369.75,688.01,24240.72
2020-05-01,Junagadh,8903.62,3723.55,4427.73,1342.16,105.21,789.45,4370.56,688.13,24245.2
2020-06-01,Junagadh,8851.49,3701.75,4401.81,1334.31,104.6,784.83,4344.97,684.11,24103.25
2020-07-01,Junagadh,8859.46,3705.08,4405.78,1335.51,105.07,785.53,4348.88,684.72,24124.96
2020-08-01,Junagadh,8933.71,3736.14,4442.7,1346.7,104.95,792.12,4385.33,690.46,24327.15
2020-09-01,Junagadh,8946.28,3741.39,4448.95,1348.59,104.44,793.23,4391.5,691.43,24361.37
2020-10-01,Junagadh,8967.74,3750.37,4459.62,1351.83,105.29,795.13,4402.03,693.09,24419.82
2020-11-01,Junagadh,8926.4,3733.08,4439.06,1345.6,105.37,791.47,4381.74,689.9,24307.24
2020-12-01,Junagadh,8820.23,3688.68,4386.27,1329.59,104.64,782.06,4329.62,681.69,24018.14
2021-01-01,Junagadh,8861.12,3705.78,4406.6,1335.76,105.03,785.68,4349.7,684.85,24129.48
2021-02-01,Junagadh,8847.15,3699.93,4399.65,1333.65,105.05,784.44,4342.84,683.77,24091.43
2021-03-01,Junagadh,8954.58,3744.86,4453.08,1349.84,105.03,793.97,4395.57,692.07,24383.97
2021-04-01,Junagadh,8906.34,3724.69,4429.09,1342.57,104.5,789.69,4371.9,688.35,24252.63
2021-05-01,Junagadh,8856.17,3703.71,4404.14,1335.01,105.2,785.24,4347.27,684.47,24116.0
2021-06-01,Junagadh,8928.34,3733.89,4440.03,1345.89,104.8,791.64,4382.69,690.05,24312.52
2021-07-01,Junagadh,8875.21,3711.67,4413.6,1337.88,104.17,786.93,4356.61,685.94,24167.84
2021-08-01,Junagadh,8846.23,3699.55,4399.19,1333.51,105.41,784.36,4342.39,683.7,24088.93
2021-09-01,Junagadh,8836.93,3695.66,4394.57,1332.11,104.87,783.54,4337.82,682.98,24063.6
2021-10-01,Junagadh,8938.46,3738.12,4445.06,1347.42,104.41,792.54,4387.66,690.83,24340.09
2021-11-01,Junagadh,8901.95,3722.85,4426.9,1341.91,105.1,789.3,4369.74,688.01,24240.66
2021-12-01,Junagadh,8894.31,3719.66,4423.1,1340.76,105.71,788.62,4365.99,687.41,24219.85
2022-01-01,Junagadh,8819.7,3688.45,4386.0,1329.51,105.14,782.01,4329.36,681.65,24016.69
2022-02-01,Junagadh,8886.08,3716.22,4419.01,1339.52,105.05,787.89,4361.95,686.78,24197.46
2022-03-01,Junagadh,8913.34,3727.61,4432.57,1343.63,104.58,790.31,4375.33,688.89,24271.67
2022-04-01,Junagadh,8903.91,3723.67,4427.88,1342.21,104.22,789.48,4370.7,688.16,24246.01
2022-05-01,Junagadh,8920.52,3730.62,4436.14,1344.71,104.9,790.95,4378.86,689.44,24291.24
2022-06-01,Junagadh,8922.1,3731.28,4436.92,1344.95,105.14,791.09,4379.63,689.56,24295.52
2022-07-01,Junagadh,8910.07,3726.25,4430.94,1343.14,104.85,790.02,4373.72,688.63,24262.77
2022-08-01,Junagadh,8854.65,3703.07,4403.38,1334.78,104.58,785.11,4346.52,684.35,24111.86
2022-09-01,Junagadh,8946.42,3741.45,4449.02,1348.62,105.26,793.24,4391.57,691.44,24361.76
2022-10-01,Junagadh,8883.18,3715.0,4417.57,1339.08,104.82,787.64,4360.53,686.56,24189.56
2022-11-01,Junagadh,8853.61,3702.63,4402.86,1334.62,105.18,785.01,4346.01,684.27,24109.02
2022-12-01,Junagadh,8923.28,3731.77,4437.51,1345.13,105.42,791.19,4380.21,689.65,24298.76
2023-01-01,Junagadh,8854.77,3703.12,4403.44,1334.8,104.69,785.12,4346.58,684.36,24112.19
2023-02-01,Junagadh,8904.02,3723.72,4427.94,1342.22,105.01,789.48,4370.76,688.17,24246.31
2023-03-01,Junagadh,8884.18,3715.42,4418.07,1339.23,104.53,787.73,4361.02,686.63,24192.28
2023-04-01,Junagadh,8932.87,3735.78,4442.28,1346.57,105.03,792.04,4384.92,690.4,24324.86
2023-05-01,Junagadh,8853.09,3702.42,4402.61,1334.55,105.23,784.97,4345.75,684.23,24107.61
2023-06-01,Junagadh,8945.69,3741.14,4448.65,1348.5,104.85,793.18,4391.21,691.39,24359.76
2023-07-01,Junagadh,8897.28,3720.9,4424.58,1341.21,104.98,788.89,4367.45,687.65,24227.96
2023-08-01,Junagadh,8855.51,3703.43,4403.81,1334.91,104.82,785.18,4346.94,684.42,24114.2
2023-09-01,Junagadh,8798.23,3679.48,4375.32,1326.28,105.08,780.1,4318.82,679.99,23958.22
2023-10-01,Junagadh,8824.45,3690.44,4388.37,1330.23,105.28,782.43,4331.7,682.02,24029.63
2023-11-01,Junagadh,8879.1,3713.3,4415.54,1338.47,104.74,787.27,4358.52,686.24,24178.44
2023-12-01,Junagadh,8865.89,3707.77,4408.97,1336.48,104.72,786.1,4352.04,685.22,24142.48
2024-01-01,Junagadh,8956.71,3745.75,4454.13,1350.17,104.03,794.16,4396.62,692.24,24389.77
2024-02-01,Junagadh,8950.42,3743.12,4451.01,1349.22,104.91,793.6,4393.53,691.75,24372.66
2024-03-01,Junagadh,8840.18,3697.02,4396.19,1332.6,104.47,783.82,4339.42,683.23,24072.47
2024-04-01,Junagadh,8968.15,3750.54,4459.83,1351.89,104.51,795.17,4402.23,693.12,24420.93
2024-05-01,Junagadh,8842.57,3698.02,4397.37,1332.96,105.17,784.04,4340.59,683.42,24078.96
2024-06-01,Junagadh,8908.78,3725.71,4430.3,1342.94,104.51,789.91,4373.09,688.53,24259.25
2024-07-01,Junagadh,8903.37,3723.44,4427.61,1342.13,104.49,789.43,4370.43,688.12,24244.52
2024-08-01,Junagadh,8942.61,3739.86,4447.12,1348.04,105.14,792.91,4389.7,691.15,24351.37
2024-09-01,Junagadh,8917.36,3729.3,4434.57,1344.24,104.92,790.67,4377.3,689.2,24282.63
2024-10-01,Junagadh,8971.91,3752.11,4461.7,1352.46,104.81,795.5,4404.08,693.41,24431.18
2024-11-01,Junagadh,8841.3,3697.49,4396.74,1332.77,104.95,783.92,4339.97,683.32,24075.51
2024-12-01,Junagadh,8986.33,3758.14,4468.87,1354.63,104.49,796.78,4411.16,694.53,24470.44
2025-01-01,Junagadh,8877.71,3712.72,4414.85,1338.26,104.94,787.15,4357.84,686.13,24174.66
2020-01-01,Kachchh,9061.93,3367.01,5792.21,1630.85,94.41,800.38,3433.2,637.9,24723.47
2020-02-01,Kachchh,8983.1,3337.71,5741.82,1616.66,94.74,793.42,3403.34,632.35,24508.39
2020-03-01,Kachchh,9102.94,3382.24,5818.42,1638.23,94.8,804.0,3448.74,640.78,24835.35
2020-04-01,Kachchh,9052.96,3363.67,5786.48,1629.23,94.5,799.59,3429.8,637.26,24699.0
2020-05-01,Kachchh,9003.73,3345.38,5755.01,1620.37,94.9,795.24,3411.15,633.8,24564.69
2020-06-01,Kachchh,9094.35,3379.05,5812.94,1636.68,94.23,803.24,3445.49,640.18,24811.92
2020-07-01,Kachchh,9124.89,3390.4,5832.46,1642.18,94.83,805.94,3457.06,642.33,24895.25
2020-08-01,Kachchh,9116.3,3387.21,5826.96,1640.63,94.28,805.18,3453.8,641.72,24871.8
2020-09-01,Kachchh,8991.37,3340.79,5747.11,1618.15,94.62,794.15,3406.47,632.93,24530.96
2020-10-01,Kachchh,9075.78,3372.15,5801.07,1633.34,95.17,801.6,3438.45,638.87,24761.27
2020-11-01,Kachchh,9084.97,3375.57,5806.94,1634.99,94.6,802.41,3441.93,639.52,24786.32
2020-12-01,Kachchh,9006.7,3346.49,5756.91,1620.91,95.01,795.5,3412.28,634.01,24572.8
2021-01-01,Kachchh,9009.49,3347.52,5758.69,1621.41,95.13,795.75,3413.34,634.2,24580.4
2021-02-01,Kachchh,9040.22,3358.94,5778.34,1626.94,95.12,798.46,3424.98,636.37,24664.25
2021-03-01,Kachchh,9083.74,3375.11,5806.15,1634.77,94.63,802.3,3441.47,639.43,24782.98
2021-04-01,Kachchh,9029.61,3355.0,5771.55,1625.03,94.57,797.52,3420.96,635.62,24635.28
2021-05-01,Kachchh,9072.42,3370.9,5798.92,1632.73,94.69,801.3,3437.18,638.63,24752.09
2021-06-01,Kachchh,9026.24,3353.75,5769.4,1624.42,94.62,797.23,3419.68,635.38,24626.11
2021-07-01,Kachchh,9056.62,3365.03,5788.82,1629.89,94.06,799.91,3431.19,637.52,24708.98
2021-08-01,Kachchh,9073.77,3371.4,5799.78,1632.98,94.39,801.42,3437.69,638.73,24755.77
